0,1378.0107
125,1255.4747
250,1401.0878
375,1258.2677
500,1288.6841
625,1734.7765
750,1336.0089
875,1357.6195
1000,1740.4679
1125,1373.16
1250,1398.8492
1375,1299.6447
1500,1475.6903
1625,1428.0665
1750,1415.6948
1875,1488.697
2000,1348.1967
2125,1381.7009
2250,1615.8147
2375,1457.5052
2500,1402.4431
2625,1609.3435
2750,1613.3912
2875,1391.5571
3000,1242.4456
3125,1451.7648
3250,1273.0255
3375,1463.2649
3500,1183.2355
3625,1238.0769
3750,1244.9875
3875,1167.4806
4000,1105.9161
4125,1143.9551
4250,1292.0306
4375,1205.5503
4500,1361.6807
4625,1391.9475
4750,1174.8184
4875,1122.2924
5000,1166.4485
5125,1142.8137
5250,1295.2778
5375,1082.1023
5500,1298.1439
5625,1079.5483
5750,1082.1521
5875,1127.5283
6000,1064.9279
6125,1187.7072
6250,1018.9196
6375,1124.8068
6500,1129.3267
6625,874.4559
6750,920.22723
6875,992.7994
7000,1111.3529
7125,1151.0721
7250,1146.5835
7375,876.7818
7500,1075.7087
7625,962.94934
7750,1056.857
7875,1050.2603
8000,1109.9846
8125,948.53485
8250,1029.7516
8375,1012.82904
8500,1147.0858
8625,902.60333
8750,950.79266
8875,1105.7645
9000,1035.7812
9125,1080.8484
9250,888.11914
9375,1057.7084
9500,1130.3071
9625,1085.3911
9750,1123.1813
9875,946.202
10000,1012.78015
10125,973.9047
10250,1112.6482
10375,1061.6066
10500,1237.1263
10625,1243.5245
10750,948.84863
10875,1070.3627
11000,1015.53345
11125,1183.8821
11250,1010.68585
11375,1082.267
11500,1013.9597
11625,911.3088
11750,963.99445
11875,989.0242
12000,1109.7734
12125,1125.6351
12250,1175.1873
12375,1428.8527
12500,1145.015
12625,1142.7859
12750,908.0595
12875,1058.0327
13000,1240.4922
13125,1160.2605
13250,881.8848
13375,1303.9617
13500,1152.9514
13625,1270.0447
13750,1198.2574
13875,921.72504
14000,1322.5133
14125,1351.928
14250,1146.8162
14375,985.8066
14500,1378.4697
14625,1104.7308
14750,1195.0343
14875,1339.5088
15000,1279.5385
15125,1260.4001
15250,1359.1005
15375,1203.1608
15500,1199.39
15625,1410.7118
15750,1412.7562
15875,1256.8566
16000,1235.2102
16125,1246.0426
16250,1217.6405
16375,1243.5175
16500,1367.1746
16625,1200.7694
16750,923.66943
16875,1263.2705
17000,923.24054
17125,991.4497
17250,1314.6648
17375,993.96216
17500,1171.725
17625,1117.0815
17750,1351.5814
17875,844.0559
18000,1142.9109
18125,1150.0754
18250,1324.5698
18375,1208.1193
18500,931.51105
18625,1287.0
18750,1247.0336
18875,1315.4727
19000,1109.8746
19125,1168.8826
19250,1304.9036
19375,921.8484
19500,996.97406
19625,1266.9778
19750,1334.5446
19875,1067.8314
20000,1342.034
20125,1250.6178
20250,1340.7394
20375,1028.9315
20500,1123.2327
20625,1141.5747
20750,1484.7642
20875,951.5597
21000,1161.6561
21125,1152.0852
21250,1426.5547
21375,1121.3601
21500,1181.3788
21625,1392.0425
21750,1392.17
21875,995.6179
