0,7.0
1,5.0
2,11.0
3,7.0
4,11.0
5,7.0
6,3.0
7,2.0
8,5.0
9,4.0
10,7.0
11,1.0
12,11.0
13,5.0
14,11.0
15,7.0
16,7.0
17,3.0
18,3.0
19,3.0
