0,100.0
1,520.0
2,570.0
3,590.0
4,100.0
5,1940.0
6,1930.0
7,510.0
8,90.0
9,180.0
10,660.0
11,940.0
12,2550.0
13,790.0
14,110.0
15,120.0
16,90.0
17,670.0
18,890.0
19,70.0
20,100.0
21,120.0
22,600.0
23,70.0
24,210.0
25,40.0
26,1540.0
27,600.0
28,660.0
29,580.0
30,330.0
31,100.0
32,80.0
33,100.0
34,90.0
35,520.0
36,550.0
37,640.0
38,70.0
39,660.0
40,90.0
41,70.0
42,830.0
43,80.0
44,530.0
45,90.0
46,510.0
47,110.0
48,740.0
49,120.0
50,80.0
51,230.0
52,950.0
53,120.0
54,550.0
55,230.0
56,100.0
57,70.0
58,60.0
59,140.0
60,600.0
61,710.0
62,90.0
63,180.0
64,70.0
65,90.0
66,100.0
67,90.0
68,1000.0
69,1080.0
70,1270.0
71,500.0
72,130.0
73,110.0
74,90.0
75,60.0
76,70.0
77,590.0
78,870.0
79,100.0
80,840.0
81,70.0
82,160.0
83,70.0
84,510.0
85,1270.0
86,470.0
87,110.0
88,240.0
89,80.0
90,160.0
91,100.0
92,70.0
93,530.0
94,90.0
95,230.0
96,1460.0
97,440.0
98,590.0
99,840.0
